RatingID	facility_id	OwnerID	ActivityDate	Fine	score
R19467	FA0018810	OW0002968	2020-04-27	332	96
R32738	FA0043050	OW0002969	2020-02-16	401	96
R63783	FA0239232	OW0002970	2019-12-25	412	96
R34383	FA0136663	OW0002971	2018-07-12	306	96
R70574	FA0051246	OW0002972	2018-10-25	111	93
R38159	FA0010375	OW0002973	2020-07-04	275	93
R44400	FA0243103	OW0002974	2020-10-11	112	93
R86140	FA0022674	OW0002975	2018-02-04	324	93
R21913	FA0256216	OW0002976	2020-05-08	169	93
R40674	FA0241951	OW0002977	2019-02-25	248	93
R52382	FA0072715	OW0002978	2020-12-20	162	93
R89783	FA0032764	OW0002979	2019-02-08	217	98
R27228	FA0255885	OW0002980	2018-05-12	444	98
R86530	FA0052890	OW0002981	2018-09-16	223	93
R85532	FA0017961	OW0002982	2019-07-25	204	93
R62571	FA0031758	OW0002983	2018-03-24	335	93
R17601	FA0225679	OW0002984	2018-08-20	331	93
R73073	FA0166439	OW0002985	2019-02-15	454	93
R63077	FA0042442	OW0002986	2020-02-24	344	93
R37042	FA0031593	OW0002987	2020-11-21	175	94
R75776	FA0174337	OW0002988	2020-12-06	431	94
R86088	FA0011666	OW0002989	2019-05-20	313	94
R25031	FA0251638	OW0002990	2020-03-08	392	94
R63725	FA0051072	OW0002991	2019-04-08	465	94
R43574	FA0013765	OW0002992	2020-08-19	486	94
R64096	FA0015045	OW0002993	2018-06-06	496	94
R68276	FA0174345	OW0002994	2020-03-04	327	94
R37630	FA0138164	OW0002995	2020-09-12	340	94
R48424	FA0166226	OW0002996	2020-10-04	409	94
R32972	FA0004503	OW0002997	2020-11-02	149	94
R88036	FA0175818	OW0002998	2020-05-10	246	91
R16329	FA0018660	OW0002999	2019-02-18	106	91
R48214	FA0203296	OW0003000	2020-12-09	490	91
R44809	FA0021108	OW0003001	2020-02-01	369	91
R74948	FA0004636	OW0003002	2019-04-17	148	91
R69512	FA0046967	OW0003003	2018-02-04	491	91
R24386	FA0068935	OW0003004	2020-02-24	343	91
R80801	FA0242490	OW0003005	2020-04-03	428	95
R63925	FA0255595	OW0003006	2019-05-02	135	95
R22486	FA0073591	OW0003007	2018-03-13	274	95
R70842	FA0250786	OW0003008	2020-10-23	354	95
R66157	FA0138280	OW0003009	2020-04-16	178	95
R51311	FA0224956	OW0003010	2018-07-02	307	90
R88348	FA0240803	OW0003011	2019-05-10	337	90
R85366	FA0044914	OW0003012	2018-11-11	382	90
R58393	FA0042856	OW0003013	2020-10-28	244	90
R51020	FA0055056	OW0003014	2018-09-05	395	92
R79820	FA0171321	OW0003015	2019-10-10	108	90
R10713	FA0015128	OW0003016	2020-07-22	271	90
R62368	FA0224915	OW0003017	2018-12-12	256	90
R88485	FA0252028	OW0003018	2020-07-01	200	90
R46528	FA0071194	OW0003019	2019-11-27	324	93
R26365	FA0073276	OW0003020	2020-02-20	159	93
R22333	FA0203204	OW0003021	2019-02-08	383	93
R10355	FA0069599	OW0003022	2018-03-20	246	93
R25181	FA0010254	OW0003023	2020-12-03	121	93
R66236	FA0066457	OW0003024	2019-06-06	336	93
R32392	FA0164923	OW0003025	2020-08-05	362	93
R65160	FA0044091	OW0003026	2019-05-19	164	99
R35802	FA0245202	OW0003027	2020-09-09	361	97
R68469	FA0069447	OW0003028	2019-06-06	254	97
R29661	FA0005152	OW0003029	2019-07-21	359	97
R59752	FA0014085	OW0003030	2018-07-07	231	92
R29130	FA0242737	OW0003031	2018-11-12	410	99
R24218	FA0063821	OW0003032	2020-08-16	464	95
R62286	FA0062127	OW0003033	2019-12-17	404	95
R49037	FA0180705	OW0003034	2019-08-11	475	95
R28092	FA0070819	OW0003035	2018-04-07	409	97
R37450	FA0180580	OW0003036	2020-08-09	270	97
R32769	FA0029200	OW0003037	2019-06-06	150	97
R76641	FA0069158	OW0003038	2020-06-01	405	93
R89027	FA0245497	OW0003039	2019-11-01	494	93
R70382	FA0039668	OW0003040	2018-04-13	383	93
R50370	FA0071351	OW0003041	2018-08-01	148	93
R29745	FA0175524	OW0003042	2018-06-05	409	93
R77353	FA0064464	OW0003043	2018-06-06	485	93
R86421	FA0040269	OW0003044	2020-07-25	427	93
R63204	FA0160268	OW0003045	2019-02-16	267	93
R19431	FA0163085	OW0003046	2020-02-20	194	93
R35184	FA0061677	OW0003047	2018-05-03	454	93
R12794	FA0240567	OW0003048	2018-02-04	444	90
R11002	FA0165154	OW0003049	2019-09-19	471	90
R46407	FA0166416	OW0003050	2018-10-10	163	90
R85421	FA0055738	OW0003051	2018-09-15	229	90
R28909	FA0240105	OW0003052	2018-08-03	450	90
R55060	FA0248308	OW0003053	2019-03-10	230	93
R46125	FA0050955	OW0003054	2019-05-17	254	93
R16912	FA0174554	OW0003055	2018-05-06	492	93
R37206	FA0167462	OW0003056	2020-09-27	344	93
R75148	FA0036721	OW0003057	2018-06-16	399	93
R58452	FA0250505	OW0003058	2018-05-05	120	93
R32736	FA0222350	OW0003059	2018-10-23	327	93
R81529	FA0052856	OW0003060	2018-05-09	489	93
R63058	FA0029063	OW0003061	2020-09-08	225	93
R27988	FA0174976	OW0003062	2018-05-09	414	93
R60119	FA0029719	OW0003063	2018-12-13	394	93
R74548	FA0019675	OW0003064	2020-08-17	145	98
R33743	FA0021070	OW0003065	2020-02-25	128	98
R58350	FA0164574	OW0003066	2018-08-07	366	94
R11893	FA0033955	OW0003067	2020-11-25	125	94
R38986	FA0159761	OW0003068	2020-08-24	212	97
R59535	FA0246018	OW0003069	2018-12-15	355	97
R33218	FA0040584	OW0003070	2019-12-02	190	97
R74071	FA0022015	OW0003071	2019-04-18	346	90
R70261	FA0142728	OW0003072	2018-05-06	336	90
R29109	FA0030822	OW0003073	2019-02-23	404	90
R65670	FA0020827	OW0003074	2018-04-14	200	90
R33738	FA0038373	OW0003075	2019-05-20	390	90
R56018	FA0177397	OW0003076	2019-05-12	231	90
R44613	FA0005965	OW0003077	2020-06-15	357	90
R29070	FA0240903	OW0003078	2019-07-09	222	95
R57166	FA0164206	OW0003079	2018-04-25	422	95
R44567	FA0058407	OW0003080	2018-02-26	391	95
R32124	FA0033483	OW0003081	2018-08-13	238	95
R26558	FA0256387	OW0003082	2019-03-07	228	93
R32119	FA0137900	OW0003083	2020-09-11	352	93
R76956	FA0138081	OW0003084	2020-02-28	236	93
R46463	FA0024694	OW0003085	2018-06-11	420	93
R78165	FA0072819	OW0003086	2019-05-10	403	93
R75374	FA0065137	OW0003087	2020-08-10	145	93
R73004	FA0240039	OW0003088	2018-02-15	155	91
R51155	FA0005788	OW0003089	2020-08-23	464	91
R68476	FA0251163	OW0003090	2019-04-13	328	91
R87213	FA0010713	OW0003091	2020-03-21	362	91
R71654	FA0242466	OW0003092	2020-10-16	255	91
R55139	FA0044678	OW0003093	2018-11-17	366	91
R18456	FA0031718	OW0003094	2019-05-28	430	95
R29449	FA0224125	OW0003095	2019-03-19	380	95
R86156	FA0049440	OW0003096	2018-08-13	110	95
R88092	FA0142968	OW0003097	2018-07-03	457	95
R63310	FA0029348	OW0003098	2018-08-01	181	91
R23398	FA0256479	OW0003099	2019-08-10	232	91
R72076	FA0026790	OW0003100	2020-05-22	112	91
R48168	FA0039003	OW0003101	2018-03-04	150	91
R31578	FA0009948	OW0003102	2018-08-14	256	91
R88426	FA0062025	OW0003103	2018-06-01	174	95
R35862	FA0175090	OW0003104	2018-04-25	452	95
R29136	FA0251113	OW0003105	2019-06-15	122	95
R17896	FA0038982	OW0003106	2019-11-06	178	95
R53681	FA0018451	OW0003107	2018-07-27	423	95
R35304	FA0060164	OW0003108	2020-02-15	378	72
R13430	FA0163076	OW0003109	2018-12-07	203	72
R74950	FA0249184	OW0003110	2020-02-19	164	72
R24526	FA0008218	OW0003111	2020-08-13	199	72
R58148	FA0239411	OW0003112	2018-05-12	147	72
R49465	FA0243310	OW0003113	2019-08-17	494	72
R45044	FA0031682	OW0003114	2018-04-18	237	72
R48336	FA0250509	OW0003115	2018-07-14	323	72
R55182	FA0225817	OW0003116	2019-08-14	386	72
R75956	FA0249129	OW0003117	2020-06-11	151	72
R83816	FA0030288	OW0003118	2018-09-19	287	72
R51376	FA0066069	OW0003119	2018-03-18	176	72
R74052	FA0066084	OW0003120	2020-10-07	362	97
R20115	FA0025908	OW0003121	2020-12-21	427	97
R12613	FA0171611	OW0003122	2020-11-23	485	97
R55128	FA0249183	OW0003123	2018-12-25	350	92
R41035	FA0240125	OW0003124	2019-02-18	222	92
R64837	FA0163598	OW0003125	2018-05-19	214	92
R38483	FA0026626	OW0003126	2018-07-25	262	92
R45097	FA0055352	OW0003127	2020-08-08	274	92
R20419	FA0011907	OW0003128	2020-07-09	105	92
R62823	FA0044030	OW0003129	2018-03-03	348	95
R43035	FA0013696	OW0003130	2018-12-12	472	95
R42379	FA0048514	OW0003131	2020-12-06	371	95
R13739	FA0029832	OW0003132	2019-04-22	472	95
R78902	FA0022141	OW0003133	2018-10-21	125	92
R49533	FA0043134	OW0003134	2018-11-13	344	92
R37045	FA0223990	OW0003135	2018-07-24	129	92
R63986	FA0239798	OW0003136	2020-12-05	387	92
R81611	FA0070301	OW0003137	2019-03-23	185	92
R22416	FA0069554	OW0003138	2019-10-10	411	92
R28260	FA0166089	OW0003139	2018-07-15	442	96
R54667	FA0172390	OW0003140	2018-07-10	323	96
R47582	FA0047688	OW0003141	2020-10-24	499	96
R16168	FA0042771	OW0003142	2018-06-19	177	94
R15886	FA0167306	OW0003143	2020-09-03	267	94
R59146	FA0165483	OW0003144	2019-06-20	481	94
R36827	FA0138562	OW0003145	2019-04-06	416	91
R18289	FA0242617	OW0003146	2018-05-17	281	91
R18275	FA0036181	OW0003147	2020-08-13	197	91
R34069	FA0221756	OW0003148	2018-03-05	418	91
R22131	FA0060800	OW0003149	2018-04-10	462	91
R71907	FA0249485	OW0003150	2018-03-05	163	80
R39112	FA0003433	OW0003151	2019-03-21	102	80
R82930	FA0249235	OW0003152	2020-10-08	295	80
R82190	FA0240960	OW0003153	2018-06-11	431	80
R24122	FA0250634	OW0003154	2019-11-21	467	80
R58799	FA0167667	OW0003155	2020-04-05	114	80
R28654	FA0256147	OW0003156	2018-12-16	252	80
R16430	FA0066755	OW0003157	2019-11-21	169	80
R80017	FA0008499	OW0003158	2020-09-12	335	80
R10304	FA0061920	OW0003159	2019-07-10	261	95
R81636	FA0022443	OW0003160	2018-03-22	493	95
R88403	FA0162957	OW0003161	2020-10-13	294	95
R68098	FA0025132	OW0003162	2020-06-12	450	95
R57169	FA0072747	OW0003163	2020-06-24	204	93
R24260	FA0059750	OW0003164	2018-11-04	387	93
R71299	FA0007749	OW0003165	2020-11-21	416	93
R17254	FA0039826	OW0003166	2018-12-12	464	93
R78572	FA0245663	OW0003167	2020-06-01	395	93
R30638	FA0050617	OW0003168	2020-09-16	499	94
R15058	FA0071766	OW0003169	2019-05-26	206	94
R34392	FA0012758	OW0003170	2020-08-11	154	94
R54917	FA0167720	OW0003171	2020-04-08	330	94
R56220	FA0245813	OW0003172	2020-10-05	492	94
R57978	FA0023775	OW0003173	2018-03-19	479	98
R74818	FA0046825	OW0003174	2020-09-10	271	98
R84583	FA0172187	OW0003175	2020-09-15	179	98
R74358	FA0031076	OW0003176	2018-09-24	148	98
R42985	FA0027210	OW0003177	2019-11-04	291	92
R41796	FA0037089	OW0003178	2020-06-13	251	92
R27287	FA0170525	OW0003179	2020-09-05	114	92
R63715	FA0255196	OW0003180	2018-08-23	453	92
R74179	FA0061329	OW0003181	2018-10-03	286	92
R25857	FA0249402	OW0003182	2020-11-14	310	92
R75399	FA0180809	OW0003183	2018-04-01	397	90
R32646	FA0023360	OW0003184	2018-04-09	466	90
R50737	FA0178386	OW0003185	2018-03-15	198	90
R82941	FA0065230	OW0003186	2020-02-26	124	90
R75419	FA0073844	OW0003187	2020-10-23	263	90
R41211	FA0242586	OW0003188	2020-08-21	212	90
R71605	FA0037557	OW0003189	2020-05-13	139	95
R51409	FA0177440	OW0003190	2020-07-20	421	95
R56208	FA0034784	OW0003191	2019-10-09	396	95
R28285	FA0250637	OW0003192	2018-04-21	274	95
R37433	FA0178536	OW0003193	2018-09-03	452	93
R70997	FA0048853	OW0003194	2020-02-17	458	93
R64142	FA0241489	OW0003195	2018-04-12	181	93
R69728	FA0072472	OW0003196	2018-12-08	395	93
R74081	FA0226208	OW0003197	2020-06-12	196	93
R28586	FA0058921	OW0003198	2019-11-28	223	93
R54762	FA0005832	OW0003199	2020-03-15	116	93
R85768	FA0252397	OW0003200	2019-10-21	262	93
R46099	FA0051926	OW0003201	2019-07-06	195	93
R67306	FA0061639	OW0003202	2018-12-17	250	90
R19568	FA0177207	OW0003203	2018-09-09	101	90
R25443	FA0035345	OW0003204	2018-03-16	118	90
R37064	FA0034839	OW0003205	2020-09-11	175	90
R27488	FA0255163	OW0003206	2020-09-08	437	90
R56249	FA0026865	OW0003207	2020-12-01	302	90
R87308	FA0159351	OW0003208	2020-06-26	333	90
R21922	FA0035989	OW0003209	2019-05-06	425	93
R87845	FA0010453	OW0003210	2019-05-02	481	93
R35598	FA0064175	OW0003211	2018-11-07	304	93
R40136	FA0017337	OW0003212	2020-05-20	278	93
R47543	FA0066707	OW0003213	2020-07-14	181	93
R87221	FA0045180	OW0003214	2019-08-07	382	93
R64957	FA0012497	OW0003215	2018-05-03	138	96
R82461	FA0252102	OW0003216	2020-05-22	120	96
R56258	FA0073609	OW0003217	2018-08-24	436	96
R53218	FA0018684	OW0003218	2019-02-09	346	96
R51209	FA0053309	OW0003219	2018-08-23	160	95
R21359	FA0042459	OW0003220	2019-06-15	230	95
R86300	FA0044150	OW0003221	2019-02-20	440	95
R59397	FA0034760	OW0003222	2020-12-27	417	95
R29240	FA0047259	OW0003223	2019-07-21	105	95
R68282	FA0163747	OW0003224	2018-06-21	119	90
R70817	FA0016662	OW0003225	2018-03-24	320	90
R16598	FA0175789	OW0003226	2020-02-02	460	90
R70003	FA0031545	OW0003227	2018-06-22	206	90
R41367	FA0256355	OW0003228	2020-05-26	251	90
R46762	FA0256354	OW0003229	2018-12-05	385	90
R71527	FA0045378	OW0003230	2018-07-11	245	90
R52160	FA0042433	OW0003231	2019-09-27	492	90
R83637	FA0223842	OW0003232	2018-02-04	262	94
R42638	FA0051913	OW0003233	2019-12-12	299	94
R15676	FA0040642	OW0003234	2018-05-27	347	94
R73339	FA0222363	OW0003235	2018-02-18	329	94
R87766	FA0041578	OW0003236	2019-02-06	307	94
R22413	FA0065946	OW0003237	2019-02-01	499	94
R40280	FA0226330	OW0003238	2019-04-17	148	96
R88198	FA0032728	OW0003239	2018-09-28	192	96
R42123	FA0158316	OW0003240	2019-09-27	483	96
R76764	FA0177067	OW0003241	2019-11-28	119	96
R81396	FA0240808	OW0003242	2020-07-17	191	85
R23918	FA0069965	OW0003243	2020-04-22	411	85
R78992	FA0049305	OW0003244	2018-12-14	254	85
R29950	FA0055741	OW0003245	2018-05-24	298	85
R41362	FA0202734	OW0003246	2020-02-06	350	85
R39152	FA0040272	OW0003247	2019-12-17	428	85
R77485	FA0159309	OW0003248	2020-07-07	347	85
R49603	FA0015155	OW0003249	2020-04-21	463	85
R17600	FA0255301	OW0003250	2019-08-27	269	85
R28763	FA0059668	OW0003251	2020-12-24	421	96
R84375	FA0064556	OW0003252	2018-03-23	379	96
R47671	FA0050780	OW0003253	2020-12-06	157	96
R65586	FA0256099	OW0003254	2018-04-25	217	96
R40346	FA0158603	OW0003255	2018-02-07	408	95
R89851	FA0041479	OW0003256	2019-10-06	454	95
R76893	FA0069931	OW0003257	2018-12-02	122	95
R83118	FA0137785	OW0003258	2018-11-09	208	95
R30735	FA0064705	OW0003259	2019-09-25	214	95
R53814	FA0036307	OW0003260	2018-11-13	276	95
R79221	FA0138981	OW0003261	2020-05-05	355	95
R28017	FA0065033	OW0003262	2019-05-07	454	95
R49623	FA0020641	OW0003263	2020-05-14	252	93
R82660	FA0067736	OW0003264	2019-06-05	144	93
R69331	FA0001714	OW0003265	2020-02-03	486	93
R52508	FA0137546	OW0003266	2020-08-18	463	93
R11892	FA0070183	OW0003267	2019-04-20	126	93
R17312	FA0138239	OW0003268	2019-03-15	125	93
R33087	FA0021687	OW0003269	2018-07-27	153	93
R42872	FA0002183	OW0003270	2020-12-11	165	95
R74799	FA0177895	OW0003271	2020-11-10	366	95
R52587	FA0058423	OW0003272	2020-04-14	284	95
R51288	FA0021111	OW0003273	2019-07-23	400	95
R81379	FA0059447	OW0003274	2019-11-02	478	90
R29120	FA0035448	OW0003275	2020-08-15	120	90
R62190	FA0046669	OW0003276	2020-03-28	278	90
R66966	FA0025957	OW0003277	2018-07-07	432	90
R86790	FA0067636	OW0003278	2019-06-19	125	90
R44668	FA0241553	OW0003279	2019-09-03	134	90
R19064	FA0028655	OW0003280	2020-10-03	375	95
R18130	FA0021871	OW0003281	2018-10-21	293	95
R57356	FA0026773	OW0003282	2018-08-10	412	95
R59356	FA0043972	OW0003283	2018-02-22	242	95
R20321	FA0021043	OW0003284	2018-10-18	389	91
R83399	FA0136945	OW0003285	2019-09-01	148	91
R20004	FA0011071	OW0003286	2018-10-18	417	91
R72584	FA0240000	OW0003287	2019-12-16	160	91
R81112	FA0032976	OW0003288	2019-11-13	168	91
R47332	FA0044072	OW0003289	2018-10-09	347	91
R13804	FA0240596	OW0003290	2019-10-24	275	93
R29754	FA0139099	OW0003291	2018-07-20	350	93
R70977	FA0058395	OW0003292	2019-10-07	275	93
R82294	FA0174605	OW0003293	2019-05-26	466	93
R74567	FA0167487	OW0003294	2019-02-04	321	93
R23186	FA0022761	OW0003295	2019-07-12	388	93
R63846	FA0156517	OW0003296	2020-08-13	491	93
R70803	FA0020468	OW0003297	2020-07-25	467	93
R24687	FA0173651	OW0003298	2018-08-11	287	93
R77889	FA0063162	OW0003299	2019-12-21	461	93
R41781	FA0255991	OW0003300	2018-05-04	406	93
R29088	FA0033608	OW0003301	2020-10-05	270	98
R21434	FA0244822	OW0003302	2019-12-14	213	98
R22721	FA0052106	OW0003303	2020-08-12	343	94
R25995	FA0017314	OW0003304	2018-02-01	358	94
R23552	FA0036753	OW0003305	2018-08-24	237	94
R54164	FA0041716	OW0003306	2020-10-07	284	94
R67088	FA0032299	OW0003307	2019-02-07	470	94
R33214	FA0046911	OW0003308	2018-07-20	207	90
R36012	FA0137534	OW0003309	2018-07-19	480	90
R78666	FA0059730	OW0003310	2018-09-18	233	90
R32005	FA0251329	OW0003311	2018-03-21	394	90
R27064	FA0049540	OW0003312	2019-10-12	114	90
R85051	FA0054450	OW0003313	2019-08-11	274	90
R16619	FA0255938	OW0003314	2020-11-14	325	90
R48049	FA0255189	OW0003315	2019-10-18	191	90
R22063	FA0046309	OW0003316	2020-02-07	445	87
R30627	FA0055095	OW0003317	2018-07-03	412	87
R11707	FA0255215	OW0003318	2020-05-26	139	87
R84830	FA0248315	OW0003319	2019-11-17	240	87
R32928	FA0021493	OW0003320	2020-02-25	204	87
R27382	FA0138302	OW0003321	2020-12-13	385	87
R18974	FA0058809	OW0003322	2020-03-12	242	87
R33799	FA0177097	OW0003323	2020-02-15	414	87
R44070	FA0250790	OW0003324	2019-08-27	236	87
R87734	FA0061913	OW0003325	2020-06-03	446	86
R24607	FA0006984	OW0003326	2020-08-20	342	87
R89264	FA0144642	OW0003327	2019-07-03	385	87
R31191	FA0057157	OW0003328	2019-12-14	193	92
R44824	FA0038267	OW0003329	2018-08-03	149	92
R32861	FA0242629	OW0003330	2018-12-05	374	92
R50739	FA0240837	OW0003331	2018-10-28	429	92
R11099	FA0010573	OW0003332	2019-11-17	399	92
R87987	FA0252794	OW0003333	2020-03-23	180	94
R45963	FA0160087	OW0003334	2019-10-13	279	94
R42429	FA0159759	OW0003335	2020-04-19	235	94
R26580	FA0244265	OW0003336	2020-05-22	358	94
R79927	FA0064762	OW0003337	2019-11-09	189	94
R24169	FA0166630	OW0003338	2020-10-01	253	82
R48144	FA0221860	OW0003339	2020-10-17	314	82
R27142	FA0013871	OW0003340	2018-11-02	437	82
R76184	FA0172404	OW0003341	2019-08-02	439	82
R89711	FA0007468	OW0003342	2018-03-28	451	82
R84439	FA0165201	OW0003343	2018-05-13	143	82
R50323	FA0043154	OW0003344	2020-07-21	265	82
R39296	FA0024384	OW0003345	2018-06-21	366	82
R33628	FA0056854	OW0003346	2019-08-26	119	82
R27948	FA0241119	OW0003347	2018-06-08	203	82
R25665	FA0248372	OW0003348	2020-12-15	489	82
R54427	FA0172391	OW0003349	2019-09-26	105	82
R73947	FA0245795	OW0003350	2019-07-01	304	92
R24277	FA0240137	OW0003351	2019-10-03	104	92
R52696	FA0012785	OW0003352	2018-04-13	404	92
R36024	FA0025655	OW0003353	2020-03-07	152	92
R79019	FA0039512	OW0003354	2020-04-11	498	92
R17276	FA0248601	OW0003355	2018-06-11	385	86
R26802	FA0059688	OW0003356	2018-03-23	218	86
R48518	FA0043614	OW0003357	2020-08-01	111	86
R36939	FA0026911	OW0003358	2018-03-12	365	86
R16623	FA0040224	OW0003359	2020-02-16	374	86
R19107	FA0026986	OW0003360	2019-04-13	412	95
R18715	FA0044916	OW0003361	2018-09-04	339	95
R40288	FA0178912	OW0003362	2019-06-01	397	95
R66881	FA0058391	OW0003363	2020-11-08	297	95
R49138	FA0005205	OW0003364	2019-08-05	462	93
R25321	FA0226524	OW0003365	2020-05-25	484	93
R80884	FA0174394	OW0003366	2018-05-12	490	93
R21727	FA0171734	OW0003367	2019-08-14	364	93
R62333	FA0011939	OW0003368	2018-06-06	199	93
R19131	FA0061077	OW0003369	2020-12-28	492	93
R39978	FA0058673	OW0003370	2020-09-08	120	93
R21874	FA0252324	OW0003371	2019-12-05	442	93
R22966	FA0151573	OW0003372	2018-12-13	175	93
R25819	FA0144277	OW0003373	2020-11-23	167	93
R50268	FA0178409	OW0003374	2019-11-04	296	93
R48666	FA0039498	OW0003375	2019-04-28	486	93
R12966	FA0176833	OW0003376	2019-07-18	198	93
R48429	FA0035037	OW0003377	2020-05-21	193	93
R74683	FA0021840	OW0003378	2020-05-11	375	93
R46426	FA0163532	OW0003379	2018-02-04	197	93
R37656	FA0255239	OW0003380	2020-08-16	112	93
R79851	FA0007617	OW0003381	2019-07-19	131	93
R34674	FA0054575	OW0003382	2018-12-12	178	93
R27973	FA0224902	OW0003383	2018-04-04	240	91
R28795	FA0025455	OW0003384	2019-07-26	449	91
R68362	FA0159754	OW0003385	2020-07-05	278	91
R54878	FA0256145	OW0003386	2018-10-01	164	91
R49816	FA0012872	OW0003387	2019-06-09	291	91
R58281	FA0048558	OW0003388	2018-07-14	172	98
R25738	FA0226285	OW0003389	2018-04-11	136	98
R26834	FA0250523	OW0003390	2019-06-02	325	90
R14181	FA0242318	OW0003391	2019-10-12	293	90
R75312	FA0004401	OW0003392	2020-08-09	230	90
R29486	FA0005998	OW0003393	2020-03-12	218	90
R59947	FA0241165	OW0003394	2018-02-20	287	90
R77463	FA0160479	OW0003395	2018-07-25	491	90
R89753	FA0003908	OW0003396	2018-04-28	253	90
R68055	FA0061163	OW0003397	2020-03-09	116	90
R24662	FA0036074	OW0003398	2018-12-15	423	95
R43327	FA0177873	OW0003399	2018-02-07	118	95
R13498	FA0048255	OW0003400	2019-11-20	423	95
R80340	FA0046455	OW0003401	2019-10-17	156	95
R74400	FA0040257	OW0003402	2020-03-24	381	95
R61408	FA0062057	OW0003403	2019-10-11	479	98
R11242	FA0180533	OW0003404	2019-03-20	453	98
R62005	FA0064250	OW0003405	2019-02-22	383	94
R42650	FA0054565	OW0003406	2018-05-03	161	94
R43588	FA0221973	OW0003407	2020-07-18	219	94
R52250	FA0023456	OW0003408	2019-11-24	275	94
R73302	FA0019081	OW0003409	2020-02-23	409	94
R18942	FA0070418	OW0003410	2020-03-04	414	90
R24581	FA0038312	OW0003411	2020-02-22	146	90
R71067	FA0024295	OW0003412	2019-12-25	461	90
R13547	FA0064114	OW0003413	2018-12-10	370	90
R82594	FA0069513	OW0003414	2020-09-04	140	90
R52914	FA0035063	OW0003415	2019-06-01	102	90
R66319	FA0053027	OW0003416	2018-07-09	110	90
R87874	FA0248148	OW0003417	2020-05-06	431	90
R75616	FA0051573	OW0003418	2018-08-26	237	90
R67191	FA0055171	OW0003419	2019-07-17	116	90
R66840	FA0065373	OW0003420	2020-11-08	253	90
R31494	FA0025456	OW0003421	2018-05-06	444	90
R89052	FA0068616	OW0003422	2018-10-16	404	90
R47981	FA0018397	OW0003423	2020-11-03	246	90
R77450	FA0239319	OW0003424	2019-11-18	392	95
R56106	FA0065141	OW0003425	2018-07-16	258	95
R50718	FA0244368	OW0003426	2018-04-03	168	95
R10336	FA0048646	OW0003427	2019-04-07	473	95
R77371	FA0036350	OW0003428	2018-07-24	475	90
R26492	FA0072217	OW0003429	2020-05-06	460	90
R55052	FA0008745	OW0003430	2020-07-18	294	90
R87459	FA0036891	OW0003431	2020-06-09	293	90
R31411	FA0022215	OW0003432	2020-04-14	331	90
R12018	FA0073375	OW0003433	2019-05-15	463	90
R88639	FA0178334	OW0003434	2018-08-02	123	98
R43990	FA0225802	OW0003435	2019-08-01	153	98
R11872	FA0005787	OW0003436	2019-12-02	262	90
R43498	FA0072080	OW0003437	2020-11-02	500	90
R21110	FA0020481	OW0003438	2020-12-27	383	90
R60515	FA0064851	OW0003439	2020-05-10	494	90
R30807	FA0061710	OW0003440	2020-04-22	403	90
R19350	FA0018170	OW0003441	2020-03-07	209	90
R64148	FA0006202	OW0003442	2018-03-03	150	90
R61973	FA0013120	OW0003443	2018-08-21	189	94
R67237	FA0070608	OW0003444	2018-10-11	292	94
R32742	FA0030718	OW0003445	2019-05-10	291	94
R47420	FA0055113	OW0003446	2019-09-27	219	93
R71596	FA0009123	OW0003447	2020-09-22	303	93
R52388	FA0055637	OW0003448	2020-04-20	240	93
R43794	FA0062020	OW0003449	2018-08-12	445	93
R12566	FA0063537	OW0003450	2020-02-24	208	93
R82754	FA0061548	OW0003451	2018-06-03	227	93
R66378	FA0062998	OW0003452	2020-12-11	310	95
R37373	FA0179832	OW0003453	2020-07-02	302	95
R65134	FA0252790	OW0003454	2020-09-02	268	95
R21756	FA0177848	OW0003455	2018-12-24	199	95
R57879	FA0244643	OW0003456	2019-09-04	463	95
R48547	FA0033147	OW0003457	2020-07-18	109	93
R70556	FA0014853	OW0003458	2019-07-08	260	93
R57482	FA0136754	OW0003459	2020-06-10	485	93
R83012	FA0023138	OW0003460	2019-04-03	139	93
R54639	FA0014272	OW0003461	2020-02-17	479	93
R28713	FA0171317	OW0003462	2019-10-20	357	93
R21408	FA0034289	OW0003463	2020-10-06	270	94
R23897	FA0072244	OW0003464	2020-08-11	328	94
R71099	FA0016247	OW0003465	2019-06-05	364	94
R84856	FA0021236	OW0003466	2019-05-17	418	94
R80264	FA0177479	OW0003467	2018-03-10	190	94
R16823	FA0012906	OW0003468	2019-09-23	306	90
R17475	FA0241279	OW0003469	2019-03-21	275	90
R88382	FA0015232	OW0003470	2019-03-17	380	90
R84904	FA0251105	OW0003471	2019-03-12	361	90
R64476	FA0057684	OW0003472	2018-10-03	469	90
R40985	FA0051644	OW0003473	2019-03-23	318	90
R21697	FA0012897	OW0003474	2020-03-20	368	90
R78822	FA0067509	OW0003475	2018-09-17	389	90
R15467	FA0159694	OW0003476	2020-09-19	346	90
R12252	FA0017729	OW0003477	2020-06-28	400	94
R11453	FA0067764	OW0003478	2019-09-28	246	94
R58071	FA0067212	OW0003479	2018-11-26	173	94
R80483	FA0027288	OW0003480	2019-03-27	102	94
R11933	FA0136986	OW0003481	2020-07-19	428	94
R83094	FA0015596	OW0003482	2020-04-14	206	94
R68839	FA0166258	OW0003483	2019-08-27	457	94
R51639	FA0245890	OW0003484	2020-05-03	318	94
