RatingID	FacilityID	ViolationID	ActivityDate	Fine	Score				
R63986	FA0239798	VL28	2020-10-03	368	92				
R81611	FA0070301	VL29	2019-07-23	351	92				
R22416	FA0069554	VL30	2018-09-02	331	92				
R28260	FA0166089	VL32	2018-05-03	427	96				
R54667	FA0172390	VL33	2019-02-10	177	96				
R47582	FA0047688	VL36	2020-05-06	383	96				
R16168	FA0042771	VL37	2018-03-25	149	94				
R15886	FA0167306	VL38	2020-04-21	109	94				
R59146	FA0165483	VL40	2020-05-18	386	94				
R36827	FA0138562	VL42	2019-11-11	360	91				
R18289	FA0242617	VL44	2020-05-05	260	91				
R18275	FA0036181	VL46	2020-05-05	472	91				
R34069	FA0221756	VL48	2019-04-26	408	91				
R22131	FA0060800	VL50	2020-03-21	273	91				
R71907	FA0249485	VL51	2019-10-23	375	80				
R39112	FA0003433	VL52	2018-10-12	237	80				
R82930	FA0249235	VL53	2019-07-05	433	80				
R82190	FA0240960	VL54	2018-10-01	308	80				
R24122	FA0250634	VL55	2019-02-23	326	80				
R58799	FA0167667	VL56	2018-06-24	438	80				
R28654	FA0256147	VL57	2018-05-19	128	80				
R16430	FA0066755	VL58	2019-05-17	445	80				
R80017	FA0008499	VL61	2020-10-14	234	80				
R10304	FA0061920	VL62	2018-10-01	297	95				
R81636	FA0022443	VL64	2020-03-01	488	95				
R88403	FA0162957	VL66	2018-04-08	182	95				
R68098	FA0025132	VL67	2018-05-05	200	95				
R57169	FA0072747	VL68	2018-06-16	208	93				
R24260	FA0059750	VL71	2018-08-25	414	93				
R71299	FA0007749	VL74	2019-12-03	345	93				
R17254	FA0039826	VL76	2020-06-11	478	93				
R78572	FA0245663	VL80	2018-06-08	222	93				
R30638	FA0050617	VL81	2019-09-25	220	94				
R15058	FA0071766	VL82	2019-08-16	478	94				
R34392	FA0012758	VL89	2019-02-03	488	94				
R54917	FA0167720	VL90	2019-02-09	161	94				
R56220	FA0245813	VL91	2018-08-10	116	94				
R57978	FA0023775	VL92	2019-10-12	371	98				
R74818	FA0046825	VL95	2020-05-04	402	98				
R84583	FA0172187	VL99	2019-10-26	329	98				
R74358	FA0031076	VL10	2020-12-22	185	98				
R42985	FA0027210	VL11	2018-11-09	169	92				
R41796	FA0037089	VL12	2020-12-01	490	92				
R27287	FA0170525	VL13	2020-12-13	270	92				
R63715	FA0255196	VL14	2018-08-04	454	92				
R74179	FA0061329	VL16	2020-07-06	420	92				
R25857	FA0249402	VL17	2018-06-19	325	92				
R75399	FA0180809	VL20	2020-02-03	430	90				
R32646	FA0023360	VL21	2020-05-15	106	90				
R50737	FA0178386	VL25	2019-11-10	239	90				
R82941	FA0065230	VL26	2020-11-28	119	90				
R75419	FA0073844	VL28	2020-07-23	288	90				
R41211	FA0242586	VL29	2018-08-16	193	90				
R71605	FA0037557	VL30	2020-05-22	321	95				
R51409	FA0177440	VL32	2018-07-16	298	95				
R56208	FA0034784	VL33	2019-09-13	207	95				
R28285	FA0250637	VL36	2019-09-07	353	95				
R37433	FA0178536	VL37	2020-11-04	354	93				
R70997	FA0048853	VL38	2020-03-20	440	93				
R64142	FA0241489	VL40	2019-07-09	390	93				
R69728	FA0072472	VL42	2018-03-14	409	93				
R74081	FA0226208	VL44	2018-07-03	124	93				
R28586	FA0058921	VL46	2018-11-07	223	93				
R54762	FA0005832	VL48	2018-04-11	258	93				
R85768	FA0252397	VL50	2019-11-07	384	93				
R46099	FA0051926	VL51	2019-07-03	459	93				
R67306	FA0061639	VL52	2018-02-23	275	90				
R19568	FA0177207	VL53	2020-11-18	330	90				
R25443	FA0035345	VL54	2018-07-28	336	90				
R37064	FA0034839	VL55	2019-11-24	119	90				
R27488	FA0255163	VL56	2020-11-23	349	90				
R56249	FA0026865	VL57	2018-07-04	330	90				
R87308	FA0159351	VL58	2020-08-11	142	90				
R21922	FA0035989	VL61	2018-12-13	146	93				
R87845	FA0010453	VL62	2020-02-04	147	93				
R35598	FA0064175	VL64	2020-02-03	231	93				
R40136	FA0017337	VL66	2018-11-05	330	93				
R47543	FA0066707	VL67	2018-05-17	472	93				
R87221	FA0045180	VL68	2020-04-19	490	93				
R64957	FA0012497	VL71	2020-04-07	167	96				
R82461	FA0252102	VL74	2019-11-20	408	96				
R56258	FA0073609	VL76	2020-05-03	137	96				
R53218	FA0018684	VL80	2020-05-07	402	96				
R51209	FA0053309	VL81	2018-10-18	293	95				
R21359	FA0042459	VL82	2020-03-23	289	95				
R86300	FA0044150	VL89	2019-06-16	380	95				
R59397	FA0034760	VL90	2018-04-14	490	95				
R29240	FA0047259	VL91	2018-03-28	158	95				
R68282	FA0163747	VL92	2018-08-15	453	90				
R70817	FA0016662	VL95	2019-10-10	445	90				
R16598	FA0175789	VL99	2020-09-08	105	90				
R70003	FA0031545	VL10	2020-10-17	160	90				
R41367	FA0256355	VL11	2020-10-27	159	90				
R46762	FA0256354	VL12	2019-07-26	345	90				
R71527	FA0045378	VL13	2020-10-14	166	90				
R52160	FA0042433	VL14	2019-12-27	406	90				
R83637	FA0223842	VL16	2018-10-15	238	94				
R42638	FA0051913	VL17	2018-04-22	395	94				
R15676	FA0040642	VL20	2020-03-18	299	94				
R73339	FA0222363	VL21	2020-06-19	285	94				
R87766	FA0041578	VL25	2020-06-20	153	94				
R22413	FA0065946	VL26	2019-11-09	119	94				
R40280	FA0226330	VL28	2020-10-07	298	96				
R88198	FA0032728	VL29	2018-05-16	399	96				
R42123	FA0158316	VL30	2018-10-14	486	96				
R76764	FA0177067	VL32	2020-06-12	373	96				
R81396	FA0240808	VL33	2018-10-09	412	85				
R23918	FA0069965	VL36	2019-09-04	189	85				
R78992	FA0049305	VL37	2020-12-04	299	85				
R29950	FA0055741	VL38	2020-05-01	152	85				
R41362	FA0202734	VL40	2018-02-08	430	85				
R39152	FA0040272	VL42	2019-04-16	198	85				
R77485	FA0159309	VL44	2018-06-08	162	85				
R49603	FA0015155	VL46	2018-07-05	450	85				
R17600	FA0255301	VL48	2019-12-09	220	85				
R28763	FA0059668	VL50	2020-11-27	338	96				
R84375	FA0064556	VL51	2019-04-09	100	96				
R47671	FA0050780	VL52	2019-05-14	422	96				
R65586	FA0256099	VL53	2018-11-03	131	96				
R40346	FA0158603	VL54	2020-08-06	443	95				
R89851	FA0041479	VL55	2018-09-11	273	95				
R76893	FA0069931	VL56	2019-06-17	470	95				
R83118	FA0137785	VL57	2020-08-07	192	95				
R30735	FA0064705	VL58	2019-05-07	401	95				
R53814	FA0036307	VL61	2018-04-05	304	95				
R79221	FA0138981	VL62	2019-10-26	475	95				
R28017	FA0065033	VL64	2020-12-04	192	95				
R49623	FA0020641	VL66	2019-12-12	152	93				
R82660	FA0067736	VL67	2020-08-14	234	93				
R69331	FA0001714	VL68	2020-06-01	266	93				
R52508	FA0137546	VL71	2020-09-05	478	93				
R11892	FA0070183	VL74	2019-04-07	128	93				
R17312	FA0138239	VL76	2018-09-14	389	93				
R33087	FA0021687	VL80	2020-02-04	369	93				
R42872	FA0002183	VL81	2020-05-11	473	95				
R74799	FA0177895	VL82	2020-04-03	269	95				
R52587	FA0058423	VL89	2019-03-11	178	95				
R51288	FA0021111	VL90	2020-02-06	271	95				
R81379	FA0059447	VL91	2019-11-28	406	90				
R29120	FA0035448	VL92	2018-06-01	392	90				
R62190	FA0046669	VL95	2019-09-25	200	90				
R66966	FA0025957	VL99	2018-12-26	460	90				
R86790	FA0067636	VL10	2020-07-01	116	90				
R44668	FA0241553	VL11	2020-02-12	426	90				
R19064	FA0028655	VL12	2018-04-17	363	95				
R18130	FA0021871	VL13	2018-08-22	419	95				
R57356	FA0026773	VL14	2018-08-02	272	95				
R59356	FA0043972	VL16	2019-11-19	120	95				
R20321	FA0021043	VL17	2019-08-05	175	91				
R83399	FA0136945	VL20	2020-02-14	149	91				
R20004	FA0011071	VL21	2018-10-28	461	91				
R72584	FA0240000	VL25	2018-04-05	424	91				
R81112	FA0032976	VL26	2018-12-24	232	91				
R47332	FA0044072	VL28	2020-03-11	250	91				
R13804	FA0240596	VL29	2019-09-13	322	93				
R29754	FA0139099	VL30	2020-03-13	391	93				
R70977	FA0058395	VL32	2020-08-19	400	93				
R82294	FA0174605	VL33	2019-08-19	385	93				
R74567	FA0167487	VL36	2020-03-24	250	93				
R23186	FA0022761	VL37	2019-06-13	375	93				
R63846	FA0156517	VL38	2018-03-15	494	93				
R70803	FA0020468	VL40	2018-03-09	107	93				
R24687	FA0173651	VL42	2018-07-25	325	93				
R77889	FA0063162	VL44	2020-02-24	143	93				
R41781	FA0255991	VL46	2018-04-16	322	93				
R29088	FA0033608	VL48	2019-09-23	195	98				
R21434	FA0244822	VL50	2020-06-17	179	98				
R22721	FA0052106	VL51	2020-06-04	102	94				
R25995	FA0017314	VL52	2019-08-22	240	94				
R23552	FA0036753	VL53	2019-06-28	143	94				
R54164	FA0041716	VL54	2020-10-28	311	94				
R67088	FA0032299	VL55	2018-02-15	499	94				
R33214	FA0046911	VL56	2020-06-27	188	90				
R36012	FA0137534	VL57	2020-02-04	369	90				
R78666	FA0059730	VL58	2018-06-11	185	90				
R32005	FA0251329	VL61	2019-05-27	253	90				
R27064	FA0049540	VL62	2019-07-18	493	90				
R85051	FA0054450	VL64	2018-12-07	117	90				
R16619	FA0255938	VL66	2020-11-23	441	90				
R48049	FA0255189	VL67	2019-06-15	448	90				
R22063	FA0046309	VL68	2020-12-23	430	87				
R30627	FA0055095	VL71	2018-08-01	138	87				
R11707	FA0255215	VL74	2020-04-20	433	87				
R84830	FA0248315	VL76	2018-06-22	319	87				
R32928	FA0021493	VL80	2019-04-18	169	87				
R27382	FA0138302	VL81	2020-09-02	123	87				
R18974	FA0058809	VL82	2020-07-21	446	87				
R33799	FA0177097	VL89	2020-03-21	153	87				
R44070	FA0250790	VL90	2018-10-18	456	87				
R87734	FA0061913	VL91	2018-12-19	201	86				
R24607	FA0006984	VL92	2018-12-02	137	87				
R89264	FA0144642	VL95	2020-03-28	331	87				
R31191	FA0057157	VL99	2020-12-04	432	92				
R44824	FA0038267	VL10	2019-10-19	327	92				
R32861	FA0242629	VL11	2019-10-18	389	92				
R50739	FA0240837	VL12	2018-11-08	106	92				
R11099	FA0010573	VL13	2018-12-01	217	92				
R87987	FA0252794	VL14	2020-06-01	309	94				
R45963	FA0160087	VL16	2019-12-13	487	94				
R42429	FA0159759	VL17	2019-05-16	162	94				
R26580	FA0244265	VL20	2020-11-18	276	94				
R79927	FA0064762	VL21	2018-09-25	344	94				
R24169	FA0166630	VL25	2020-08-14	350	82				
R48144	FA0221860	VL26	2019-12-22	162	82				
R27142	FA0013871	VL28	2020-11-18	470	82				
R76184	FA0172404	VL29	2019-10-17	113	82				
R89711	FA0007468	VL30	2019-12-06	120	82				
R84439	FA0165201	VL32	2020-03-27	430	82				
R50323	FA0043154	VL33	2018-09-07	357	82				
R39296	FA0024384	VL36	2019-05-25	250	82				
R33628	FA0056854	VL37	2018-03-02	295	82				
R27948	FA0241119	VL38	2018-06-01	289	82				
R25665	FA0248372	VL40	2020-02-21	280	82				
R54427	FA0172391	VL42	2020-03-22	289	82				
R73947	FA0245795	VL44	2020-11-09	108	92				
R24277	FA0240137	VL46	2019-09-28	289	92				
R52696	FA0012785	VL48	2019-11-27	199	92				
R36024	FA0025655	VL50	2019-03-01	108	92				
R79019	FA0039512	VL51	2018-06-27	357	92				
R17276	FA0248601	VL52	2020-06-11	316	86				
R26802	FA0059688	VL53	2019-11-14	297	86				
R48518	FA0043614	VL54	2019-06-17	245	86				
R36939	FA0026911	VL55	2020-07-23	105	86				
R16623	FA0040224	VL56	2018-04-21	484	86				
R19107	FA0026986	VL57	2019-05-24	105	95				
R18715	FA0044916	VL58	2018-04-08	135	95				
R40288	FA0178912	VL61	2019-09-04	357	95				
R66881	FA0058391	VL62	2020-05-12	200	95				
R49138	FA0005205	VL64	2020-09-02	122	93				
R25321	FA0226524	VL66	2020-07-26	207	93				
R80884	FA0174394	VL67	2020-02-08	469	93				
R21727	FA0171734	VL68	2020-09-28	417	93				
R62333	FA0011939	VL71	2018-11-07	287	93				
R19131	FA0061077	VL74	2020-03-04	336	93				
R39978	FA0058673	VL76	2019-09-09	197	93				
R21874	FA0252324	VL80	2018-06-24	427	93				
R22966	FA0151573	VL81	2020-06-04	223	93				
R25819	FA0144277	VL82	2020-10-14	413	93				
R50268	FA0178409	VL89	2019-12-12	371	93				
R48666	FA0039498	VL90	2018-04-02	143	93				
R12966	FA0176833	VL91	2019-11-15	338	93				
R48429	FA0035037	VL92	2020-10-04	297	93				
R74683	FA0021840	VL95	2019-11-18	408	93				
R46426	FA0163532	VL99	2020-04-15	395	93				
R37656	FA0255239	VL10	2019-09-17	407	93				
R79851	FA0007617	VL11	2020-05-26	162	93				
R34674	FA0054575	VL12	2018-10-09	376	93				
R27973	FA0224902	VL13	2020-02-03	187	91				
R28795	FA0025455	VL14	2020-12-25	478	91				
R68362	FA0159754	VL16	2018-04-22	498	91				
R54878	FA0256145	VL17	2019-02-26	401	91				
R49816	FA0012872	VL20	2020-03-03	387	91				
R58281	FA0048558	VL21	2018-07-12	229	98				
R25738	FA0226285	VL25	2019-10-24	382	98				
R26834	FA0250523	VL26	2020-11-26	257	90				
R14181	FA0242318	VL28	2020-11-01	272	90				
R75312	FA0004401	VL29	2018-10-12	482	90				
R29486	FA0005998	VL30	2020-06-25	462	90				
R59947	FA0241165	VL32	2018-04-19	109	90				
R77463	FA0160479	VL33	2019-05-14	227	90				
R89753	FA0003908	VL36	2020-11-07	314	90				
R68055	FA0061163	VL37	2020-07-19	240	90				
R24662	FA0036074	VL38	2018-12-21	445	95				
R43327	FA0177873	VL40	2020-08-27	281	95				
R13498	FA0048255	VL42	2020-03-03	115	95				
R80340	FA0046455	VL44	2019-07-27	494	95				
R74400	FA0040257	VL46	2019-10-20	355	95				
R61408	FA0062057	VL48	2018-10-21	347	98				
R11242	FA0180533	VL50	2020-12-21	356	98				
R62005	FA0064250	VL51	2019-09-24	137	94				
R42650	FA0054565	VL52	2020-09-14	211	94				
R43588	FA0221973	VL53	2018-06-27	219	94				
R52250	FA0023456	VL54	2019-05-23	353	94				
R73302	FA0019081	VL55	2018-12-21	186	94				
R18942	FA0070418	VL56	2020-03-27	140	90				
R24581	FA0038312	VL57	2020-04-05	381	90				
R71067	FA0024295	VL58	2020-02-22	490	90				
R13547	FA0064114	VL61	2020-09-22	300	90				
R82594	FA0069513	VL62	2019-08-14	247	90				
R52914	FA0035063	VL64	2019-12-23	262	90				
R66319	FA0053027	VL66	2020-08-15	355	90				
R87874	FA0248148	VL67	2020-10-01	190	90				
R75616	FA0051573	VL68	2020-02-07	313	90				
R67191	FA0055171	VL71	2020-12-23	120	90				
R66840	FA0065373	VL74	2020-10-22	234	90				
R31494	FA0025456	VL76	2018-02-08	339	90				
R89052	FA0068616	VL80	2018-06-19	394	90				
R47981	FA0018397	VL81	2019-05-09	120	90				
R77450	FA0239319	VL82	2019-11-20	118	95				
R56106	FA0065141	VL89	2019-04-15	434	95				
R50718	FA0244368	VL90	2020-12-16	197	95				
R10336	FA0048646	VL91	2020-09-04	374	95				
R77371	FA0036350	VL92	2020-10-16	184	90				
R26492	FA0072217	VL95	2020-05-06	115	90				
R55052	FA0008745	VL99	2020-07-04	171	90				
R87459	FA0036891	VL10	2018-02-20	430	90				
R31411	FA0022215	VL11	2020-08-28	209	90				
R12018	FA0073375	VL12	2019-03-08	431	90				
R88639	FA0178334	VL13	2019-10-13	420	98				
R43990	FA0225802	VL14	2020-07-27	355	98				
R11872	FA0005787	VL16	2019-04-06	268	90				
R43498	FA0072080	VL17	2018-09-28	466	90				
R21110	FA0020481	VL20	2019-04-13	136	90				
R60515	FA0064851	VL21	2018-03-19	322	90				
R30807	FA0061710	VL25	2019-12-11	125	90				
R19350	FA0018170	VL26	2019-08-14	159	90				
R64148	FA0006202	VL28	2020-09-06	158	90				
R61973	FA0013120	VL29	2019-10-07	459	94				
R67237	FA0070608	VL30	2018-06-21	330	94				
R32742	FA0030718	VL32	2018-04-01	263	94				
R47420	FA0055113	VL33	2018-08-03	285	93				
R71596	FA0009123	VL36	2020-10-05	315	93				
R52388	FA0055637	VL37	2019-08-05	175	93				
R43794	FA0062020	VL38	2018-10-08	111	93				
R12566	FA0063537	VL40	2020-11-23	495	93				
R82754	FA0061548	VL42	2020-08-05	178	93				
R66378	FA0062998	VL44	2019-06-21	150	95				
R37373	FA0179832	VL46	2019-11-04	245	95				
R65134	FA0252790	VL48	2018-12-19	330	95				
R21756	FA0177848	VL50	2020-11-12	468	95				
R57879	FA0244643	VL51	2018-03-04	271	95				
R48547	FA0033147	VL52	2020-11-09	492	93				
R70556	FA0014853	VL53	2020-07-27	419	93				
R57482	FA0136754	VL54	2020-02-13	461	93				
R83012	FA0023138	VL55	2018-12-15	333	93				
R54639	FA0014272	VL56	2020-10-10	273	93				
R28713	FA0171317	VL57	2019-02-22	190	93				
R21408	FA0034289	VL58	2020-03-13	118	94				
R23897	FA0072244	VL61	2018-11-04	314	94				
R71099	FA0016247	VL62	2018-03-22	323	94				
R84856	FA0021236	VL64	2020-06-17	312	94				
R80264	FA0177479	VL66	2018-03-18	357	94				
R16823	FA0012906	VL67	2018-06-05	308	90				
R17475	FA0241279	VL68	2020-04-25	296	90				
R88382	FA0015232	VL71	2020-06-28	252	90				
R84904	FA0251105	VL74	2020-04-23	455	90				
R64476	FA0057684	VL76	2019-04-18	262	90				
R40985	FA0051644	VL80	2019-02-15	369	90				
R21697	FA0012897	VL81	2018-09-21	321	90				
R78822	FA0067509	VL82	2018-02-20	487	90				
R15467	FA0159694	VL89	2018-08-09	157	90				
R12252	FA0017729	VL90	2018-07-06	419	94				
R11453	FA0067764	VL91	2019-02-22	168	94				
R58071	FA0067212	VL92	2020-09-18	322	94				
R80483	FA0027288	VL95	2018-08-06	500	94				
R11933	FA0136986	VL99	2018-05-21	289	94				
R83094	FA0015596	VL10	2019-02-05	153	94				
R68839	FA0166258	VL11	2020-08-28	237	94				
R51639	FA0245890	VL12	2019-06-03	407	94				
R63391	FA0180070	VL13	2018-06-06	356	94				
R84188	FA0249885	VL14	2020-12-10	207	94				
R89262	FA0159919	VL16	2019-12-10	118	92				
R62881	FA0248586	VL17	2018-04-11	138	92				
R72073	FA0177221	VL20	2020-09-09	138	92				
R84255	FA0142153	VL21	2018-05-16	450	92				
R32036	FA0067112	VL25	2020-09-25	211	90				
R34616	FA0255653	VL26	2018-07-27	206	90				
R71453	FA0005059	VL28	2019-08-27	152	90				
R50227	FA0179109	VL29	2020-10-25	229	90				
R66515	FA0008671	VL30	2020-06-12	370	90				
R88781	FA0064886	VL32	2020-08-04	209	90				
R60257	FA0144275	VL33	2019-02-27	325	90				
R87631	FA0238930	VL36	2018-09-24	383	95				
R50798	FA0068716	VL37	2018-03-04	315	95				
R76182	FA0021237	VL38	2019-06-27	394	95				
R26589	FA0024827	VL40	2020-03-14	156	95				
R22319	FA0052917	VL42	2018-03-14	399	95				
R35719	FA0172242	VL44	2019-05-23	397	94				
R42095	FA0202917	VL46	2020-04-12	318	94				
R25395	FA0038953	VL48	2020-05-28	252	94				
R69171	FA0250485	VL50	2019-10-25	498	94				
R28460	FA0027218	VL51	2018-03-10	403	94				
R76236	FA0175323	VL52	2020-12-13	236	94				
R43568	FA0026071	VL53	2019-03-07	484	97				
R41876	FA0031284	VL54	2019-09-21	191	97				
R30255	FA0239691	VL55	2019-05-18	186	90				
R51571	FA0018618	VL56	2020-09-15	171	90				
R45121	FA0247765	VL57	2020-03-03	244	90				
R89569	FA0042530	VL58	2018-09-07	119	90				
R40823	FA0031207	VL61	2020-05-10	480	90				
R49788	FA0070695	VL62	2018-07-15	154	84				
R15056	FA0040565	VL64	2020-08-10	303	84				
R66748	FA0013299	VL66	2020-05-08	333	84				
R49616	FA0018619	VL67	2018-02-09	410	84				
R23064	FA0139093	VL68	2020-11-27	439	84				
R76661	FA0245691	VL71	2018-04-18	181	84				
R46988	FA0249911	VL74	2020-12-23	299	84				
R11257	FA0048093	VL76	2018-11-10	390	84				
R73688	FA0240656	VL80	2020-08-15	424	84				
R49977	FA0248899	VL81	2020-10-24	300	84				
R79911	FA0250369	VL82	2019-09-09	411	84				
R13514	FA0172190	VL89	2018-10-27	431	84				
R52379	FA0023437	VL90	2020-07-19	280	96				
R34036	FA0024549	VL91	2019-11-26	275	96				
R82522	FA0014154	VL92	2018-04-07	277	96				
R31361	FA0222318	VL95	2020-11-19	299	96				
R50195	FA0248001	VL99	2018-11-14	335	98				
R52147	FA0043473	VL10	2019-08-26	494	99				
R44804	FA0025316	VL11	2018-11-12	239	96				
R10586	FA0058164	VL12	2018-03-02	416	96				
R29753	FA0025864	VL13	2020-09-19	150	96				
R35944	FA0225855	VL14	2018-08-20	110	90				
R67115	FA0250473	VL16	2018-10-22	180	90				
R23824	FA0248560	VL17	2020-09-21	368	90				
R42987	FA0255376	VL20	2020-06-15	465	90				
R76083	FA0224926	VL21	2018-08-26	104	90				
R73036	FA0255937	VL25	2019-03-03	388	90				
R62754	FA0178940	VL26	2019-04-23	104	90				
R21552	FA0007712	VL28	2019-09-11	113	90				
R57963	FA0067996	VL29	2019-04-11	496	90				
R62243	FA0179843	VL30	2018-07-23	313	91				
R19742	FA0241667	VL32	2018-12-23	440	91				
R11567	FA0249562	VL33	2020-03-04	213	91				
R73320	FA0255265	VL36	2018-07-26	285	91				
R25911	FA0175813	VL37	2019-06-23	405	97				
R56111	FA0020270	VL38	2020-10-26	191	97				
R46506	FA0243214	VL40	2018-08-05	198	97				
R56554	FA0068792	VL42	2018-07-28	223	96				
R79434	FA0013873	VL44	2018-09-07	392	96				
R33779	FA0065926	VL46	2018-06-10	403	93				
R30963	FA0017697	VL48	2020-12-04	201	96				
R15624	FA0244530	VL50	2018-04-17	324	96				
R49593	FA0062504	VL51	2018-11-10	250	91				
R32511	FA0249880	VL52	2019-08-10	143	91				
R35881	FA0240570	VL53	2019-03-06	120	91				
R34749	FA0174539	VL54	2019-06-21	183	91				
R39721	FA0160420	VL55	2020-04-25	239	91				
R82272	FA0255958	VL56	2020-04-26	440	91				
R60844	FA0005559	VL57	2018-11-15	479	91				
R58028	FA0248291	VL58	2019-12-18	400	93				
R33195	FA0224616	VL61	2020-04-01	422	93				
R13384	FA0005397	VL62	2019-07-10	214	93				
R40397	FA0002513	VL64	2020-05-26	268	93				
R35221	FA0159341	VL66	2018-09-13	475	93				
R43657	FA0163228	VL67	2018-09-09	399	93				
R71700	FA0249132	VL68	2018-06-06	194	93				
R59658	FA0170352	VL71	2018-11-09	161	96				
R46871	FA0163028	VL74	2019-12-15	381	96				
R50045	FA0045719	VL76	2019-07-04	303	96				
R83224	FA0062908	VL80	2020-08-18	470	90				
R39521	FA0163725	VL81	2019-08-03	444	90				
R45261	FA0166254	VL82	2019-07-03	464	90				
R23873	FA0043889	VL89	2019-09-15	188	90				
R66762	FA0250306	VL90	2018-04-01	116	90				
R73904	FA0158893	VL91	2019-03-10	434	90				
R57408	FA0062817	VL92	2018-06-12	265	90				
R56293	FA0243451	VL95	2020-11-22	249	96				
R69904	FA0245050	VL99	2019-07-09	370	96				
R66653	FA0179113	VL10	2020-11-10	256	96				
R45882	FA0139063	VL11	2020-03-08	436	96				
R35188	FA0167282	VL12	2019-02-20	408	91				
R19503	FA0159328	VL13	2020-06-03	277	91				
R32774	FA0046697	VL14	2019-09-13	389	91				
R50799	FA0138624	VL16	2020-09-28	268	91				
R70743	FA0222766	VL17	2019-08-11	194	91				
R38684	FA0011063	VL20	2018-06-17	281	90				
R67600	FA0022433	VL21	2018-08-01	301	90				
R17717	FA0011475	VL25	2018-11-28	444	90				
R16986	FA0048682	VL26	2018-12-22	319	90				
R51466	FA0175710	VL28	2020-04-14	465	90				
R73518	FA0041743	VL29	2020-04-18	131	90				
R28976	FA0018605	VL30	2018-06-02	130	90				
R71703	FA0036711	VL32	2020-03-17	197	90				
R47589	FA0061470	VL33	2018-05-13	276	94				
R89771	FA0138744	VL36	2019-09-01	161	94				
R27534	FA0249670	VL37	2018-09-21	317	94				
R27180	FA0139027	VL38	2018-12-11	197	94				
R88266	FA0255996	VL40	2019-04-26	328	94				
R16469	FA0256119	VL42	2019-03-03	479	94				
R87303	FA0139094	VL44	2018-12-01	220	98				
R51873	FA0248956	VL46	2019-04-20	423	98				
R48876	FA0251573	VL48	2019-10-28	250	92				
R69562	FA0241619	VL50	2020-06-20	114	92				
R24056	FA0242488	VL51	2020-09-09	220	92				
R16857	FA0225645	VL52	2020-12-07	467	92				
R52351	FA0036406	VL53	2018-12-21	315	92				
R68944	FA0158871	VL54	2020-12-12	415	92				
R36485	FA0255994	VL55	2018-07-11	429	96				
R29815	FA0255997	VL56	2020-09-01	385	96				
R48995	FA0166376	VL57	2019-12-12	421	96				
R87949	FA0251675	VL58	2018-07-16	389	97				
R62748	FA0177615	VL61	2018-12-02	448	97				
R30139	FA0068422	VL62	2018-08-06	340	96				
R72473	FA0036657	VL64	2020-05-11	257	96				
R54423	FA0239112	VL66	2020-02-23	151	96				
R89593	FA0066377	VL67	2018-04-04	152	97				
R54211	FA0044157	VL68	2019-11-20	252	97				
R73948	FA0249816	VL71	2019-06-01	217	97				
R74446	FA0158822	VL74	2020-11-12	476	91				
R63604	FA0034762	VL76	2019-12-12	170	91				
R12935	FA0241378	VL80	2018-12-23	371	91				
R51413	FA0019157	VL81	2018-04-22	396	91				
R12240	FA0049876	VL82	2020-12-09	399	91				
R23140	FA0048842	VL89	2020-05-23	361	95				
R54732	FA0013917	VL90	2018-08-05	106	95				
R85116	FA0048745	VL91	2020-10-18	488	95				
R70485	FA0041135	VL92	2019-08-09	444	95				
R17626	FA0247934	VL95	2020-08-25	367	98				
R83514	FA0005159	VL99	2020-07-08	169	98				
R63226	FA0058917	VL10	2020-05-24	155	98				
R57167	FA0255346	VL11	2020-06-13	315	98				
R12451	FA0241831	VL12	2020-08-03	453	91				
R77237	FA0024167	VL13	2019-03-11	348	91				
R14990	FA0171491	VL14	2020-04-13	240	91				
R87043	FA0061024	VL16	2020-02-13	469	91				
R39158	FA0017305	VL17	2018-04-01	444	91				
R36701	FA0225327	VL20	2019-10-16	344	95				
R20540	FA0030722	VL21	2019-06-21	311	95				
R45057	FA0156768	VL25	2020-08-18	459	95				
R86609	FA0065198	VL26	2019-07-24	304	95				
R36859	FA0163341	VL28	2018-04-15	101	92				
R71760	FA0029872	VL29	2020-11-03	276	92				
R82495	FA0038139	VL30	2018-10-15	253	92				
R49174	FA0008972	VL32	2018-03-20	369	92				
R46092	FA0167333	VL33	2018-11-08	500	92				
R56160	FA0249009	VL36	2020-07-19	132	92				
R24230	FA0243771	VL37	2019-05-08	256	91				
R83116	FA0250069	VL38	2020-04-13	298	91				
R20156	FA0245805	VL40	2018-02-14	166	91				
R39949	FA0033544	VL42	2020-08-17	285	91				
R72326	FA0162860	VL44	2019-05-25	154	91				
R86616	FA0044687	VL46	2019-06-18	196	91				
R18420	FA0248040	VL48	2019-11-09	443	91				
R46906	FA0014908	VL50	2019-10-21	456	97				
R10795	FA0061559	VL51	2018-03-13	346	97				
R18823	FA0247825	VL52	2019-06-04	470	97				
R24719	FA0174882	VL53	2019-07-25	297	92				
R33418	FA0255366	VL54	2019-06-07	403	92				
R73895	FA0065597	VL55	2018-04-03	116	92				
R59267	FA0059551	VL56	2019-11-20	390	92				
R64066	FA0048860	VL57	2020-10-02	462	92				
R65523	FA0176144	VL58	2018-12-18	402	95				
R60358	FA0072183	VL61	2018-11-11	305	95				
R30939	FA0251413	VL62	2019-10-24	178	95				
R76044	FA0163773	VL64	2020-12-23	347	95				
R45694	FA0240043	VL66	2020-04-23	173	97				
R19933	FA0137905	VL67	2020-12-21	309	97				
