FacilityID,FacilityName,FacilityCity,FacilityAddress,OwnerID
FA0006427,LA PIZZA LOCA #5,LOS ANGELES,4619 E CESAR E CHAVEZ AVE,OW0036616
FA0003321,JUN TONG SUL RUNG TANG,LOS ANGELES,1833 W 6TH ST,OW0250200
FA0043646,CHI DYNASTY,LOS ANGELES,5907 HOLLYWOOD BLVD,OW0114906
FA0047801,EL RINCONCITO NUNEZ,LOS ANGELES,2030 W 8TH ST,OW0124308
FA0041241,TAMALES Y ANTONJITOS LA TIA,LOS ANGELES,12900 W VENICE BLVD,OW0019810
FA0245207,ANGELES BAKERY,LOS ANGELES,4903 N EAGLE ROCK BLVD,OW0032658
FA0178924,DIVISION 3 HOLLYWOOD,LOS ANGELES,6081 CENTER DR STE 104,OW0007904
FA0242699,WABA GRILL LLC,LOS ANGELES,3434 S GRAND AVE,OW0023128
FA0068681,SABY'S CAFE & JUICE BAR,LOS ANGELES,1743 COLORADO BLVD,OW0022942
FA0058963,DEL TACO # 1193,LOS ANGELES,7001 FRANKLIN AVE,OW0249993
FA0159941,ISLANDS FINE BURGERS & DRINKS,LOS ANGELES,2319 SAN FERNANDO BLVD,OW0250066
FA0011294,URBNMRKT,LOS ANGELES,4750 W WASHINGTON BLVD,OW0099480
FA0242410,BOBALICIOUS,LOS ANGELES,12210 SANTA MONICA BLVD,OW0031581
FA0241453,THE MAGIC CASTLE INC.,LOS ANGELES,6081 W CENTER DR STE #203,OW0038132
FA0021736,PATRA'S DRIVE-IN,LOS ANGELES,7916 W SUNSET BLVD,OW0238046
FA0028608,RICKS FISH MARKET,LOS ANGELES,4945 EAGLE ROCK BLVD # B,OW0235218
FA0256445,SMART & FINAL #315,LOS ANGELES,2764 ROWENA AVE,OW0039162
FA0037113,KABUKI JAPANESE RESTAURANT,LOS ANGELES,2111 GRIFFIN AVE,OW0245765
FA0165199,GRIDDLE CAFE,LOS ANGELES,6115 W SUNSET BLVD # 170,OW0240834
FA0065262,SPIREWORKS,LOS ANGELES,987 S VERMONT AVE STE #D,OW0104749
FA0019374,WOLFDOWN,LOS ANGELES,4165 BEVERLY BLVD #104,OW0022124
FA0014720,SACRED HEART CAFETERIA,LOS ANGELES,4972 WHITTIER BLVD,OW0185367
FA0248145,SUGARFISH BY SUSHI NOZAWA,LOS ANGELES,1064 GAYLEY AVE,OW0181024
FA0051113,NEW SHOGUN SUSHI,LOS ANGELES,2135 N SAN FERNANDO RD,OW0237821
FA0003775,PIARA PIZZA,LOS ANGELES,3350 E OLYMPIC BLVD,OW0226980
FA0249588,KENTUCKY FRIED CHICKEN T32,LOS ANGELES,4641 W WASHINGTON BLVD,OW0021187
FA0244260,LA MICHOACANA PEDIR DE BOCA,LOS ANGELES,3337 W SUNSET BLVD,OW0100759
FA0031448,NORTHERN CAFE,LOS ANGELES,929 W JEFFERSON BLVD # 1500,OW0126910
FA0242469,EZ STOP LIQUOR,LOS ANGELES,3484 E CESAR E CHAVEZ AVE,OW0182040
FA0029510,EL PAVO BAKERY,LOS ANGELES,6041 CADILLAC AVE,OW0183547
FA0052078,SIMPLE DELICIOUS A CREOLE SOUTHERN CUSINE,LOS ANGELES,6655 HOLLYWOOD BLVD STE #10,OW0010052
FA0251270,LARK CAKE SHOP,LOS ANGELES,10924 W PICO BLVD,OW0018044
FA0037418,GREEN LEAF @ USC,LOS ANGELES,6333 W 3RD ST 744,OW0013042
FA0043514,THE KITCHEN COUNTER,LOS ANGELES,1123 N VINE ST STE #11,OW0026638
FA0069540,SUN DONUT,LOS ANGELES,4225 MONTCLAIR ST,OW0009535
FA0070587,KP CADILLAC  CAFE,LOS ANGELES,2125 W 6TH ST,OW0021348
FA0032499,RINCON OAXAQUENO #2,LOS ANGELES,1833 COLORADO BLVD,OW0019529
FA0026151,LA SERENATA DE GERIBALDI,LOS ANGELES,3016 E WHITTIER BLVD,OW0028328
FA0244638,CHINA DEPOT,LOS ANGELES,11151 AVALON BLVD # 105,OW0129859
FA0240106,GAJU SUSHI & UDON,LOS ANGELES,1978 HILLHURST AVE,OW0033169
FA0150891,NAT'S THAI FOOD,LOS ANGELES,869 S WESTERN AVE STE #1,OW0001927
FA0176131,NUMERO UNO RANCHO MARKET #6,LOS ANGELES,522 S LORENA ST,OW0242329
FA0026279,LAGUNA MARKET - MEAT DEPT.,LOS ANGELES,2700 COLORADO BLVD STE 105,OW0039105
FA0174217,COLOMBO'S ITALIAN STEAKHOUSE,LOS ANGELES,2700 POMEROY AVE,OW0006149
FA0241309,PIRATA'S BAKERY,LOS ANGELES,12740 CULVER BLVD STE #A,OW0025691
FA0256478,1 & UP ONLY STORE,LOS ANGELES,3500 W 6TH ST # 222,OW0181087
FA0222846,FARFALLA,LOS ANGELES,2180 WESTWOOD BLVD #1A,OW0037014
FA0240740,MA DANG GOOK SOO,LOS ANGELES,833 S WESTERN AVE STE 41,OW0002152
FA0042958,EL SALSABOR,LOS ANGELES,3500 W 6TH ST # 225,OW0124526
FA0222897,JOLLIBEE,LOS ANGELES,617 S OLIVE ST,OW0101783
FA0035399,EL MERCADITO MARKET,LOS ANGELES,4163 W 5TH ST,OW0019097
FA0251233,ASA-YA,LOS ANGELES,3400 W 8TH ST,OW0018276
FA0241579,OSAKA RAMEN,LOS ANGELES,1900 N HIGHLAND AVE STE #5,OW0006627
FA0049537,PENGUINS,LOS ANGELES,986 S VERMONT AVE,OW0037012
FA0171960,HAPPY NOODLE,LOS ANGELES,624 S LORENA ST,OW0236285
FA0030641,KYODONG NOODLE,LOS ANGELES,635 S HOBART BLVD STE #C,OW0010561
FA0250501,CICADA RESTAURANT AND BAR,LOS ANGELES,3500 W 6TH ST # 227,OW0002358
FA0008743,HAN BAT SHUL LUNG TANG,LOS ANGELES,5711 W CENTURY BLVD,OW0249106
FA0242595,L A CHICKEN CENTER,LOS ANGELES,2914 WHITTIER BLVD,OW0128184
FA0026097,SHINTARO,LOS ANGELES,3744 W 6TH ST,OW0009101
FA0026698,EL POLLO LOCO #5906,LOS ANGELES,3500 W 6TH ST UNIT 224,OW0012035
FA0035200,KENTUCKY FRIED CHICKEN,LOS ANGELES,11819 WILSHIRE BLVD STE 101,OW0185459
FA0241621,ROLL ROLL ROLL,LOS ANGELES,11819 WILSHIRE BLVD STE 102,OW0008463
FA0044655,CHILBOMYUNOK,LOS ANGELES,1515 E WESTWOOD BLVD,OW0033414
FA0222560,HILTON HOTEL - THE BISTRO,LOS ANGELES,830 S BROADWAY,OW0121281
FA0061964,LAS MARGARITAS,LOS ANGELES,3428 W 8TH ST,OW0024780
FA0066188,AHGASSI GOPCHANG,LOS ANGELES,3103 N SAN FERNANDO RD,OW0115435
FA0012639,BLU20,LOS ANGELES,2700 COLORADO BLVD STE #125,OW0250253
FA0064452,COREA BBQ,LOS ANGELES,950 S VERMONT AVE,OW0017276
FA0012333,YEN SUSHI,LOS ANGELES,12920 S FIGUEROA ST,OW0239676
FA0007414,BAJA BUDS,LOS ANGELES,2256 W COLORADO BLVD #105,OW0021931
FA0250640,BRISTOL FARMS MEAT DEPT,LOS ANGELES,1253 BISHOPS RD,OW0023976
FA0044201,BROADWAY BAR,LOS ANGELES,12249 VENICE BLVD,OW0006860
FA0017333,DGM KISASIKDANG,LOS ANGELES,1203 N SOTO ST,OW0130208
FA0241550,YUM YUM DONUTS,LOS ANGELES,620 S HARVARD BLVD,OW0007608
FA0059839,CHOWKING,LOS ANGELES,600 WORLD WAY # 655,OW0248347
FA0016264,KOREAN GARDENS RESTAURANT,LOS ANGELES,1900 N HIGHLAND AVE STE #3,OW0183342
FA0033822,FARMER TRAN POULTRY,LOS ANGELES,1550 W ADAMS BLVD,OW0009547
FA0047636,LA FUENTE BAR & GRILL,LOS ANGELES,833 S WESTERN AVE UNIT 39,OW0125136
FA0061543,CATHEDRAL HIGH SCH CAFETERIA,LOS ANGELES,936 BROXTON AVE,OW0240847
FA0019830,MARVISTA,LOS ANGELES,12740 CULVER BLVD STE J,OW0030039
FA0046107,RAFI'S CHEVERON #8,LOS ANGELES,7801 MELROSE AVE STE #1A,OW0235634
FA0242844,JJ GRAND HOTEL,LOS ANGELES,1601 S CRENSHAW BLVD,OW0125111
FA0016902,POINT THE WAY CAFE,LOS ANGELES,5223 YORK BLVD,OW0005871
FA0021529,SUBWAY #15106,LOS ANGELES,380 WORLD WAY T04,OW0026726
FA0137538,ADLONG MEAT MARKET,LOS ANGELES,1999 N SYCAMORE AVE,OW0024415
FA0221693,GAJU GIMBAP,LOS ANGELES,200 N EASTERN AVE,OW0236145
FA0249292,MR. NOODLE,LOS ANGELES,3888 CRENSHAW BLVD,OW0106302
FA0041620,RONNIE'S DINER,LOS ANGELES,4504 E FLORAL DR,OW0031559
FA0007974,DETENTION CAFE,LOS ANGELES,9233 W PICO BLVD,OW0013866
FA0006292,KENTUCKY FRIED CHKN/TACO BEL,LOS ANGELES,326 E PICO BLVD,OW0021139
FA0010906,El HUARACHE AZTECA RESTAURANT INC.,LOS ANGELES,11819 WILSHIRE BLVD STE 106B,OW0183152
FA0239869,PLANET HOLLYWOOD,LOS ANGELES,3800 W PICO BLVD,OW0024347
FA0074366,YAMASHIRO,LOS ANGELES,1444 W MARTIN LUTHER KING BLVD,OW0240879
FA0059448,MARY'S MARKET,LOS ANGELES,380 WORLD WAY # T08-F,OW0230438
FA0002200,CRENSHAW LIVE SUPPER CLUB,LOS ANGELES,OLVERA ST 2,OW0004910
FA0141170,FAT BURRITO,LOS ANGELES,2750 COLORADO BLVD #4,OW0033212
FA0020854,PATS,LOS ANGELES,936 S VERMONT AVE,OW0002045
FA0150638,POLLOS AL CARBON RESTAURANT,LOS ANGELES,380 WORLD WAY T44,OW0128103
FA0244637,MAMA HONG'S VIETNAMESE KITCHEN,LOS ANGELES,1536 S LA CIENEGA BLVD,OW0010782
FA0045043,TONIGHT,LOS ANGELES,3105 N SAN FERNANDO RD,OW0236815
FA0030464,NATURE'S HOTLINE NATURAL SOUL FOOD CAFE,LOS ANGELES,966 S VERMONT AVE,OW0003284
FA0224097,W PIZZA,LOS ANGELES,9786 W PICO BLVD,OW0024045
FA0049239,KITTY'S SNOW CONES,LOS ANGELES,2280 S FIGUEROA ST,OW0250272
FA0002908,ASLAN CATERING,LOS ANGELES,3385 W 8TH ST,OW0236124
FA0241477,ONGGANAE LA,LOS ANGELES,1253 N VINE ST STE #6A,OW0003612
FA0041856,CHAYA SUSHI,LOS ANGELES,5532 YORK BLVD,OW0245301
FA0069722,CICCERO PIZZA,LOS ANGELES,7158 MELROSE AVE,OW0184398
FA0011077,THE DRAGON RESTAURANT,LOS ANGELES,7473 MELROSE AVE,OW0124951
FA0064720,CAFE & MOT,LOS ANGELES,346 N FORD BLVD,OW0008770
FA0017670,RUSTIQ TABLE,LOS ANGELES,3655 S GRAND AVE STE C-4,OW0024102
FA0241313,OO KOOK KOREAN BBQ STORAGE,LOS ANGELES,4720 EAGLE ROCK BLVD,OW0040007
FA0240842,CRISPY CRUST,LOS ANGELES,1642 W ADAMS BLVD,OW0038292
FA0138842,FIESTA FAST FOOD,LOS ANGELES,2730 WABASH AVE,OW0238382
FA0010217,WINCHELL'S DONUT #9356,LOS ANGELES,1253 N VINE ST STE #5,OW0129805
FA0013518,JUICE BUTCHER,LOS ANGELES,11033 SANTA MONICA BLVD,OW0249678
FA0028048,LA FARFALA COFFE SHOP,LOS ANGELES,3790 E OLYMPIC BLVD,OW0031523
FA0256616,THAI CORNER FOOD EXPRESS,LOS ANGELES,4566 W WASHINGTON BLVD,OW0027793
FA0163108,PAT & LORRAINEIS COFFEE SHOP,LOS ANGELES,117 WINSTON ST UNIT 101,OW0185959
FA0038211,LA PLAYA RESTAURANT,LOS ANGELES,3039 WABASH AVE,OW0019845
FA0248418,DANNY'S MARKET,LOS ANGELES,1614 CRENSHAW BLVD,OW0011603
FA0222668,ATCH-KODTCH,LOS ANGELES,6613 HOLLYWOOD BLVD,OW0180380
FA0032527,PA2HG GRILL,LOS ANGELES,4004 CITY TERRACE DR,OW0128216
FA0136757,SAN MIGUEL MEAT MARKET,LOS ANGELES,711 1/2 S KERN AVE,OW0023944
FA0225453,ONDAL 2,LOS ANGELES,4600 COMPTON AVE,OW0250288
FA0138165,BLACKSMITHS,LOS ANGELES,2925 DIVISION ST,OW0178564
FA0015349,LUPITA'S MARKET,LOS ANGELES,1903 HYPERION AVE,OW0116987
FA0034716,DUNKIN DONUTS,LOS ANGELES,934 W 23RD ST,OW0025713
FA0222322,BAJA BEACH BAR,LOS ANGELES,913 S VERMONT AVE,OW0000830
FA0011774,LINDA'S MARKET,LOS ANGELES,5801 N FIGUEROA ST,OW0183082
FA0179991,CALIMEX DELI,LOS ANGELES,1600 N CAHUENGA BLVD,OW0123209
FA0067969,LA CHIQUITA,LOS ANGELES,2117 SAWTELLE BLVD,OW0020081
FA0017242,KOPE POKI,LOS ANGELES,3009 S FIGUEROA ST,OW0006504
FA0022850,LEE'S MARKET,LOS ANGELES,2971 E 8TH ST,OW0101684
FA0054839,A WON JAPANESE RESTAURANT,LOS ANGELES,3560 LA CIENEGA BLVD,OW0124874
FA0256600,MASON'S DUMPLING SHOP,LOS ANGELES,6504 HOLLYWOOD BLVD,OW0031753
FA0179718,SAINT FELIX HOLLYWOOD,LOS ANGELES,18441 DEVONSHIRE ST,OW0036553
FA0051572,TASTE NOODLE HOUSE,LOS ANGELES,210 E OLYMPIC BLVD STE 127,OW0013584
FA0044045,LA TAQUIZA,LOS ANGELES,2306 1/2 S UNION AVE,OW0013077
FA0033668,A&E RAMIREZ,LOS ANGELES,4205 1/2 W 3RD ST,OW0016261
FA0155954,OLGA'S NATURALLY,LOS ANGELES,1608 N CAHUENGA BLVD,OW0018171
FA0007597,JOE'S PIZZA ON HOLLYWOOD,LOS ANGELES,3129 W SUNSET BLVD,OW0027222
FA0043416,PRESIDENTE RESTAURANT,LOS ANGELES,943 N BROADWAY #102,OW0101374
FA0179700,GOOD GRILL EXPRESS,LOS ANGELES,226 E 9TH ST STE 1124,OW0024155
FA0043153,MI FLOR BLANCA,LOS ANGELES,113 E 9TH ST,OW0022747
FA0251326,BANGLA BAZAR AND RESTAURANT,LOS ANGELES,628 ST. VINCENT CT,OW0035175
FA0037648,KITCHEN 24,LOS ANGELES,2522 1/2 E 1ST ST,OW0180446
FA0249170,DIABLO TACO,LOS ANGELES,10967 WEYBURN AVE,OW0181175
FA0221972,BURGERLORDS,LOS ANGELES,3562 S LA CIENEGA BLVD,OW0027537
FA0065761,EL POLLO LOCO,LOS ANGELES,2535 S BARRINGTON AVE,OW0237158
FA0226472,YAKI CAFE,LOS ANGELES,950 N VINE ST,OW0249537
FA0137358,MIMA'S,LOS ANGELES,3560 S LA CIENEGA BLVD # #103,OW0182071
FA0035292,TAQUERIA  EL SARAPE,LOS ANGELES,4433 S ALAMEDA ST # A57,OW0229442
FA0243847,SIP,LOS ANGELES,1804 E VERNON AVE # #D52,OW0249811
FA0065627,TACO BELL #5130,LOS ANGELES,4253 W 3RD ST,OW0238186
FA0256630,BURGERIM,LOS ANGELES,11688 GATEWAY BLVD,OW0007981
FA0256996,CACTUS MEXICAN FOOD,LOS ANGELES,5813 N FIGUEROA ST,OW0024803
FA0031554,SUBWAY #35573,LOS ANGELES,229 E 9TH ST,OW0245654
FA0256951,TACOS ESTILO D.F.,LOS ANGELES,3206 W SUNSET BLVD,OW0007717
FA0033719,JINSOL GUKBAP,LOS ANGELES,6501 HOLLYWOOD BLVD,OW0023481
FA0002735,PAPA JOHN'S PIZZA,LOS ANGELES,6508 E WHITTIER BLVD,OW0035658
FA0164590,TACO FIX,LOS ANGELES,8844 S SEPULVEDA BLVD,OW0012355
FA0019053,DREAM KABOB HOUSE,LOS ANGELES,109 E 9TH ST,OW0024816
FA0029060,NEON COFFEE,LOS ANGELES,317 S BROADWAY,OW0026198
FA0249353,RISE N GRIND COFFEE & JUICES,LOS ANGELES,1929 E 1ST ST,OW0246237
FA0039266,LOS JUANES RESTAURANT,LOS ANGELES,2137 W 6TH ST,OW0026857
FA0008272,STARBUCKS COFFEE #14211,LOS ANGELES,317 S BROADWAY STE #C-4-,OW0022884
FA0032525,SHANDIZ VANAK,LOS ANGELES,8832 W PICO BLVD,OW0123816
FA0256583,KNEAD & CO,LOS ANGELES,1012 N VERMONT AVE,OW0105166
FA0177847,SAN MARCOS TORTILLERIA,LOS ANGELES,4206 BEVERLY BLVD,OW0100741
FA0061547,CHINATOWN EXPRESS,LOS ANGELES,2117 W 6TH ST,OW0227245
FA0156773,STICKY RICE,LOS ANGELES,317 S BROADWAY ST # E10,OW0037081
FA0241634,MEXI KOSHER,LOS ANGELES,701 S WESTERN AVE,OW0122058
FA0050638,COOLEST SHAVE ICE,LOS ANGELES,695 S WESTERN AVE,OW0184239
FA0256868,SUBWAY #23753,LOS ANGELES,4032 BEVERLY BLVD,OW0024408
FA0071672,ANNIES BAKERY CAFE,LOS ANGELES,2590 GLENDALE BLVD,OW0020090
FA0252204,LA TOSTADERIA,LOS ANGELES,720 VERMONT AVE N,OW0034460
FA0006820,BOBA STORY,LOS ANGELES,10250 STA MON BLVD STE 654,OW0244571
FA0034870,MCDONALD'S # 6999,LOS ANGELES,3337 1/2 SUNSET BLVD,OW0124984
FA0050965,GUATEMALTECA BAKERY,LOS ANGELES,1764 E NADEAU ST,OW0020579
FA0012765,SUBWAY SANDWICH #18772,LOS ANGELES,8851 S HOOPER AVE,OW0039971
FA0177785,ROCK SUGAR,LOS ANGELES,2124 E NADEAU ST,OW0025717
FA0242777,ALFREDOS,LOS ANGELES,317 S BROADWAY ST # A-6,OW0022605
FA0202727,BIRRIERIA CARDENAS,LOS ANGELES,1018 N VERMONT AVE,OW0249275
FA0242129,NABOR MEAT MARKET,LOS ANGELES,4166 MELROSE AVE,OW0246166
FA0257117,MARISCOS MANZANILLOS,LOS ANGELES,2314 S UNION AVE,OW0101793
FA0159980,JOSE CHIQUITO,LOS ANGELES,317 S BROADWAY # 3,OW0245166
FA0022778,SUBWAY SANDWICH SHOP #552,LOS ANGELES,3608 W 3RD ST,OW0243062
FA0034353,MCDONALD'S # 6036,LOS ANGELES,8820 S SEPULVEDA BLVD,OW0237633
FA0160265,EBAES,LOS ANGELES,11301 W OLYMPIC BLVD STE 105,OW0026186
FA0203198,RAMEN NOODLE RESTAURANT,LOS ANGELES,2590 GLENDALE BLVD STE #D,OW0035140
FA0143498,MIL MUL,LOS ANGELES,2131 W 6TH ST,OW0127812
FA0015015,BED BATH AND BEYOND,LOS ANGELES,4202 BEVERLY BLVD,OW0243655
FA0034576,COCO FRESH TEA & JUICE,LOS ANGELES,317 S BROADWAY STE #14,OW0017898
FA0040267,MODERN EATS,LOS ANGELES,10250 SANTA MONICA BLVD,OW0028694
FA0245810,POLLO MASTER,LOS ANGELES,2530 MAPLE AVE,OW0182530
FA0034881,YOSHINOYA #1230,LOS ANGELES,6805 MELROSE AVE,OW0003187
FA0006498,TACOS TUMBRAS,LOS ANGELES,2366 GLENDALE BLVD,OW0021064
FA0174362,NORDSTROM,LOS ANGELES,1611 PACIFIC AVE,OW0010961
FA0160135,DAILY FOOD MARKET,LOS ANGELES,6350 W HOLLYWOOD BLVD,OW0236742
FA0066692,CALIFORNIA CHICKEN CAFE,LOS ANGELES,1939 E NADEAU ST,OW0250219
FA0171210,RED LION TAVERN,LOS ANGELES,225 1/2 N LARCHMONT BLVD,OW0004266
FA0071261,EGGSLUT,LOS ANGELES,131 N LARCHMONT BLVD,OW0000411
FA0242774,VIVA,LOS ANGELES,8200 W SUNSET BLVD,OW0249596
FA0046071,RAUL'S MARKET,LOS ANGELES,189 THE GROVE DR # K4,OW0034866
FA0178922,VERNETTI,LOS ANGELES,3557 W 3RD ST,OW0033938
FA0005764,VILLAGE PIZZERIA,LOS ANGELES,6515 S SEPULVEDA BLVD,OW0007449
FA0025981,PINCHES TACOS,LOS ANGELES,10957 S CENTRAL AVE,OW0006894
FA0023838,PRESSED JUICERY - THE GROVE,LOS ANGELES,670 S WESTERN AVE,OW0100335
FA0225007,FRATELLI,LOS ANGELES,4312 E CESAR E CHAVEZ AVE,OW0101370
FA0049403,VIVA FRESH MEXICAN GRILL #1,LOS ANGELES,1407 E GAGE AVE,OW0022039
FA0066700,BRADLEY MULTI-PURPOSE CENTER,LOS ANGELES,2388 GLENDALE BLVD # #B,OW0014674
FA0159234,RALPHS MARKET #16,LOS ANGELES,1839 W 6TH ST,OW0021432
FA0179730,JAVIER'S LIQUOR,LOS ANGELES,818 N HILL ST STE K,OW0002986
FA0245673,SILVERLAKE COFFEE,LOS ANGELES,2080 CENTURY PARK E STE 108,OW0245980
FA0005075,ANGELES MARKET,LOS ANGELES,4357 E CESAR E CHAVEZ AVE,OW0020273
FA0009454,HILL STREET CAFE & CIGAR,LOS ANGELES,4226 E CESAR E CHAVEZ AVE,OW0008817
FA0167848,#1 CAFE,LOS ANGELES,4413 S MAIN ST,OW0178528
FA0067098,CESAR CHAVEZ SHELL,LOS ANGELES,4632 SANTA MONICA BLVD STE 25,OW0013287
FA0068850,EL MANA 99 PLUS CENT STORE,LOS ANGELES,11123 S CENTRAL AVE,OW0230633
FA0074324,LUCKY CHINA,LOS ANGELES,3200 WILSHIRE BLVD STE 105,OW0237833
FA0050452,JOSE CHIQUITO 2,LOS ANGELES,4909 SANTA MONICA BLVD,OW0107408
FA0251533,RCC POULTRY,LOS ANGELES,3603 W 3RD ST,OW0130701
FA0060597,APETIT,LOS ANGELES,1611 N VERMONT AVE,OW0031933
FA0012525,KARIHANG-PINOY RESTAURANT,LOS ANGELES,6801 MELROSE AVE,OW0033164
FA0046135,LAS TUNAS,LOS ANGELES,1896 WESTWOOD BLVD,OW0039629
FA0241548,FATBURGER # 109,LOS ANGELES,464 S MAIN ST,OW0250060
FA0005323,DOMAINE LA,LOS ANGELES,2442 HYPERION AVE,OW0178300
FA0046019,NEW INDIA'S OVEN,LOS ANGELES,4905 SANTA MONICA BLVD,OW0033334
FA0172354,FOURSIXFOUR,LOS ANGELES,3224 GLENDALE BLVD,OW0002528
FA0073507,BARBRIX,LOS ANGELES,4929 SANTA MONICA BLVD,OW0007948
FA0043991,HOLLYWOOD MAROUCH,LOS ANGELES,1841 W 6TH ST,OW0125761
FA0223950,GOOD MEASURE,LOS ANGELES,2049 CENTURY PARK E,OW0249483
FA0023906,EL CAFETAL,LOS ANGELES,2838 ROWENA AVE,OW0003809
FA0053815,USA DONUTS,LOS ANGELES,4500 LOS FELIZ BLVD UNIT C,OW0238417
FA0141198,MICKEY FINE AT THE TOWERS,LOS ANGELES,2070 E CENTURY park,OW0123414
FA0045184,EDENDALE,LOS ANGELES,6124 HOLLYWOOD BLVD,OW0238093
FA0064243,STAMP PROPER FOODS,LOS ANGELES,203 N LARCHMONT BLVD,OW0034850
FA0159532,SHARED KITCHEN SERVERY,LOS ANGELES,1858 N VERMONT AVE,OW0248855
FA0047869,BLUE PALMS,LOS ANGELES,5122 S AVALON BLVD,OW0227519
FA0006670,TACOS TU MADRE,LOS ANGELES,4820 SANTA MONICA BLVD,OW0243718
FA0027678,PALERMO RESTAURANT,LOS ANGELES,6679 HOLLYWOOD BLVD,OW0010189
FA0056432,NINO'S MARKET,LOS ANGELES,232 N LARCHMONT BLVD,OW0128692
FA0014256,SUPERMARKET & LIQUOR,LOS ANGELES,189 THE GROVE DR # 0-10,OW0001680
FA0176808,SCORPION,LOS ANGELES,4106 E CESAR E. CHAVEZ AVE,OW0242245
FA0180555,LOUISE'S TRATTORIA,LOS ANGELES,1834 WESTWOOD BLVD,OW0038344
FA0251318,BLUE RIBBON SUSHI BAR & GRILL,LOS ANGELES,6600 E OLYMPIC BLVD STE 106,OW0249854
FA0141818,KS JR MARKET,LOS ANGELES,527 CROCKER ST,OW0178828
FA0252290,MITSUWA MARKET PLACE,LOS ANGELES,1761 N VERMONT AVE,OW0242262
FA0019616,PHO SHOP,LOS ANGELES,3553 W 3RD ST,OW0250211
FA0021544,YUM YUM DONUTS #63-B,LOS ANGELES,8154 W SUNSET BLVD,OW0023780
FA0062006,AFC SUSHI @ RALPHS #16,LOS ANGELES,2049 CENTURY PARK E STE ROL14,OW0105572
FA0011379,LAMP VILLAGE,LOS ANGELES,8162 W SUNSET BLVD,OW0012004
FA0042355,ROCCO'S ITALIAN MARKET&DELI,LOS ANGELES,543 CROCKER ST,OW0007794
FA0045075,FLAME CHICKEN,LOS ANGELES,716 N HIGHLAND AVE,OW0245112
FA0058016,SALAD GOT SOUP,LOS ANGELES,5930 W PICO BLVD,OW0100128
FA0028835,KURA JAPANESE CUISINE,LOS ANGELES,236 N LARCHMONT BLVD,OW0128068
FA0251001,ROTARY HOUSE-CAFETERIA,LOS ANGELES,6803 W MELROSE AVE,OW0003398
FA0149309,TROIS MECS,LOS ANGELES,2396 GLENDALE BLVD,OW0012108
FA0053026,MCDONALD'S #0876,LOS ANGELES,3555 W 3RD ST,OW0036762
FA0066910,ERIN MCKENNA'S BAKERY NYC,LOS ANGELES,2547 HYPERION AVE,OW0010995
FA0020151,MALIBU FISH GRILL,LOS ANGELES,1821 E CESAR E CHAVEZ ST,OW0185894
FA0164910,GINGERGRASS SILVERLAKE LLC,LOS ANGELES,1000 E WASHINGTON BLVD STE 110,OW0030216
FA0225146,EL PALMAR SALVADOREAN RESTAURANT INC.,LOS ANGELES,2828 S FIGUEROA ST,OW0031970
FA0005918,SPERANZA,LOS ANGELES,6750 W SUNSET BLVD,OW0249312
FA0249833,SUBWAY #24017,LOS ANGELES,300 S GRAND AVE,OW0013079
FA0068158,CHINA TOWN FAST FOOD,LOS ANGELES,830 S VERMONT AVE,OW0126894
FA0042515,PANDA EXPRESS #435,LOS ANGELES,2424 S SAN PEDRO ST,OW0242944
FA0064589,THE HOLLYWOOD CHICK-FIL-A,LOS ANGELES,6116 1/2 PICO BLVD,OW0249486
FA0070191,FIRENZA WOOD FIRED PIZZA,LOS ANGELES,750 BROADWAY AVE,OW0249079
FA0036078,EL QUETZAL BAKERY,LOS ANGELES,539 S WESTERN AVE,OW0238779
FA0174724,SAM SIK E,LOS ANGELES,500 S VIRGIL AVE STE 105,OW0243730
FA0177825,HOLLYWOOD PIES,LOS ANGELES,4161 BEVERLY BLVD,OW0030668
FA0039778,LOS ANGELES BIERGARTEN,LOS ANGELES,657 N BROADWAY,OW0129508
FA0172188,TENGOKU LOS ANGELES INC,LOS ANGELES,823 N BROADWAY,OW0031516
FA0224407,LE CAFE NOIR,LOS ANGELES,225 S GRAND AVE,OW0240793
FA0174503,SOOL O BANG,LOS ANGELES,2662 GRIFFITH PARK BLVD,OW0015168
FA0149873,YOSEMITE NATURAL PRODUCTS INC,LOS ANGELES,4771 W ADAMS BLVD,OW0005593
FA0046061,3000 YEARS HEALTH CENTER,LOS ANGELES,2827 HYPERION AVE,OW0239830
FA0013703,VESPAIO,LOS ANGELES,10850 W OLYMPIC BLVD,OW0249529
FA0061544,MEZE,LOS ANGELES,1111 HOPE ST # 100,OW0106365
FA0069966,THE CORK,LOS ANGELES,714 W OLYMPIC BLVD,OW0002613
FA0033644,MIXTO,LOS ANGELES,5913 FRANKLIN AVE,OW0029878
FA0151279,THE BIG CHILL,LOS ANGELES,686 N SPRING ST,OW0124869
FA0160371,QUADLINE LLC/TESTA,LOS ANGELES,4876 W ADAMS BLVD,OW0245657
FA0038302,THE DOHENY,LOS ANGELES,815 S HILL ST,OW0035221
FA0007771,PRESS BROTHERS JUICERY,LOS ANGELES,5834 S VERMONT AVE,OW0025489
FA0136830,ALOHA CATERING SERVICES INC,LOS ANGELES,451 S NEWITT ST,OW0027533
FA0024904,LONGS MARKET,LOS ANGELES,5235 LANKERSHIM BLVD,OW0245600
